ID,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a_cosv1,a_cosv2,a_cosv3,a_cosv4,a_cosv5,a_cosv6,a_cosv7,a_cosv8,a_cosv9,a_cosv10,a_cosv11,a_cosv12,a_cosv13,a_cosv14,a_cosv15,a_cosv16,a_cosv17,a_cosv18,a_cosv19,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,s1,s2,s3,s4,s5,a_sum_1,a_sum_2,a_sum_3,a_sum_4,b_sum_1,b_sum_2,b_sum_3,b_sum_4,b_sum_5,b_sum_6,c_sum_1,c_sum_2,c_sum_3,c_sum_4,c_sum_5,u_sum_1,u_sum_2,t_sum_1,t_sum_2,s_sum_1
86054892,Женщина,29,Город с численностью от 500 тысяч до 950 тысяч,Высшее,5-10 лет,1-3 года,"Маркетинг, реклама, PR;",До 50 человек,фрилансер,100,100 000 — 150 000,Нет,7,7,7,7,1,7,7,7,7,7,1,7,6,7,4,7,1,1,7,7,5,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,6,2,7,7,7,7,7,7,7,5,1,7,7,7,7,1,3,7,3,2,7,7,7,1,7,6,7,7,7,5,7,6,7,7,7,7,5,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,3,3,2,2,5,5,4,4,5,5,5,1,5,3,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,6,2,3,3,5,6,5,6,4,7,5,4,6,5,7,5,7,4,104,103,118,113,24,18,12,20,10,10,18,16,13,15,25,5,5,30,32,28
86052106,Женщина,30,Москва,Неоконченное высшее,10-15 лет,10-15 лет,"Маркетинг, реклама, PR;",До 1000 человек,Переводчик,0,0 — 15 000,Нет,7,7,7,4,2,6,2,3,4,4,1,1,1,6,7,6,7,6,6,2,5,4,1,1,6,7,3,7,6,6,4,4,3,3,4,3,4,6,1,2,4,1,7,1,6,5,1,2,1,6,1,1,1,2,1,6,1,6,4,6,1,1,7,5,1,1,1,1,1,3,1,1,1,1,1,3,2,4,4,1,2,2,2,2,2,1,2,3,2,1,3,2,1,1,1,2,1,1,1,2,2,1,2,2,2,1,4,5,4,5,1,4,5,5,4,3,1,4,1,1,1,5,5,5,5,5,4,5,5,5,5,3,7,5,7,6,7,2,3,2,6,7,7,3,1,1,1,1,1,67,82,64,46,16,9,7,8,5,6,7,18,10,12,8,25,24,37,28,5
86051528,Мужчина,34,Город с численностью от 500 тысяч до 950 тысяч,Высшее,15-20 лет,5-10 лет,Производство;,До 1000 человек,ведущий инженер по наладке и испытаниям,60,60 000 — 100 000,Нет,4,6,6,3,3,5,4,5,4,4,4,3,3,7,5,5,4,4,4,5,4,5,2,2,4,2,7,5,6,5,7,4,3,5,4,4,6,4,4,3,5,5,2,4,5,3,4,3,2,5,2,3,5,6,3,3,2,3,5,4,3,3,1,4,1,1,4,2,4,1,4,4,5,3,3,2,3,2,3,4,2,2,2,2,2,3,2,4,1,3,2,2,2,4,2,2,2,2,1,2,1,1,3,2,3,2,3,4,4,5,2,2,4,4,4,3,4,3,5,4,4,4,3,2,3,4,2,5,2,5,5,6,2,5,3,3,7,5,6,5,7,6,4,7,3,5,4,3,3,71,70,81,69,16,11,7,13,8,5,10,16,8,11,20,16,19,31,35,18
86050141,Женщина,30,Город с численностью жителей миллион и более человек,Высшее,10-15 лет,5-10 лет,Логистика;,1000+ человек,Старший контролер,100,30 000 — 60 000,Нет,7,7,7,6,3,3,2,2,4,4,3,6,1,7,5,5,5,4,3,5,4,7,7,6,6,7,7,5,5,7,4,5,4,4,3,4,2,5,4,4,3,3,4,3,5,4,5,5,4,3,2,4,5,4,6,3,5,3,7,7,2,2,1,4,5,1,1,1,5,3,7,2,1,2,1,1,2,2,2,3,3,4,4,2,3,4,4,3,3,4,4,4,4,2,4,4,4,3,4,3,3,3,2,2,4,1,4,5,3,3,1,2,3,4,4,3,2,5,1,2,2,4,3,3,4,3,2,3,1,3,2,6,6,6,6,6,7,6,2,3,4,5,3,6,4,4,3,2,2,79,91,72,70,13,17,10,18,15,13,9,15,6,11,12,17,11,43,23,15
86048629,Женщина,36,Город с численностью от 100 тысяч до 500 тысяч,Неоконченное высшее,10-15 лет,10-15 лет,"Продажи, закупки;",До 50 человек,Менеджер,50,30 000 — 60 000,Нет,5,4,6,4,4,5,4,4,4,2,4,4,6,6,4,4,2,3,6,4,3,2,4,4,5,3,2,4,4,6,4,4,3,6,6,2,5,5,6,4,4,5,5,5,6,4,6,4,5,5,4,4,4,2,6,6,4,4,5,4,4,4,4,4,5,4,2,4,4,6,4,4,6,4,5,2,1,3,2,1,1,1,2,2,2,3,3,2,4,1,3,2,2,3,4,3,3,3,2,2,2,2,2,2,2,2,4,4,5,2,2,3,2,5,5,5,5,3,3,5,5,1,1,1,1,1,1,1,5,1,1,5,1,2,4,5,6,6,2,2,6,4,2,6,3,2,2,5,2,77,73,84,89,10,10,9,11,13,8,8,15,7,15,21,5,9,29,22,14
86048060,Женщина,32,Город с численностью менее 50 тысяч,Неоконченное высшее,5-10 лет,5-10 лет,Образование;,До 50 человек,педагог,30,100 000 — 150 000,Нет,5,5,5,3,3,5,5,5,7,3,5,4,5,4,7,7,3,3,4,5,4,3,4,4,5,7,7,5,5,5,4,4,4,7,5,3,7,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,7,3,4,4,4,5,4,5,1,5,5,4,5,7,4,5,4,5,5,4,4,4,5,3,3,1,3,4,4,4,2,2,3,2,3,2,2,3,3,3,3,1,3,4,4,2,4,3,3,3,3,3,2,3,2,1,3,3,3,1,3,3,3,3,3,3,4,5,3,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,3,4,4,5,2,79,93,91,88,18,13,7,13,13,13,11,9,7,9,18,5,5,42,36,18
86047655,Женщина,50,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,5-10 лет,Другое,До 500 человек,главный специалист,50000,30 000 — 60 000,Затрудняюсь ответить,7,7,6,6,4,6,6,5,7,1,6,4,5,5,6,4,3,5,6,4,5,5,5,4,4,4,4,5,6,6,3,3,5,4,3,5,4,4,5,4,4,5,6,5,7,7,5,6,5,3,4,6,3,5,4,4,2,2,5,3,1,1,4,4,3,2,2,2,4,4,6,3,4,4,4,2,4,3,3,2,3,3,2,3,3,4,3,2,3,4,3,3,3,4,2,3,2,3,4,3,1,2,1,1,2,3,1,3,2,2,1,3,4,5,4,3,4,4,3,3,4,2,2,3,2,2,1,3,2,2,2,6,5,2,2,2,3,4,6,5,5,5,3,2,4,6,3,6,2,83,78,78,91,17,15,8,17,10,10,7,8,8,12,18,11,10,24,26,21
85949693,Женщина,48,Поселок городского типа,Среднее общее (11 классов),20 + лет,1-3 года,Производство;,До 500 человек,аппаратчик обработки зерна,50,15 000 — 30 000,Нет,7,5,7,7,5,5,7,5,7,5,2,4,1,7,3,4,6,4,4,6,4,3,5,6,5,7,7,4,5,6,4,4,6,3,4,4,4,5,4,4,4,3,7,2,7,7,6,6,5,5,1,5,5,7,1,3,3,2,4,2,3,3,3,4,2,1,1,2,2,5,6,4,5,1,4,2,3,3,2,3,2,3,3,2,3,2,2,4,3,2,3,3,2,3,3,3,3,2,2,2,3,2,3,2,2,3,3,4,4,3,3,3,4,4,3,3,4,3,3,4,3,2,2,3,3,3,3,2,3,4,4,5,5,5,5,5,6,6,4,4,6,5,5,6,4,4,4,5,3,81,84,74,87,15,13,9,13,11,9,10,14,10,10,17,13,16,37,30,20
85949677,Женщина,49,Город с численностью от 500 тысяч до 950 тысяч,Два и более высших и/или научная степень,20 + лет,10-15 лет,Обслуживание;,До 500 человек,Специалист эксперт,100,30 000 — 60 000,Нет,6,6,6,3,4,7,5,6,6,6,5,4,5,5,6,7,2,4,5,6,6,6,5,5,5,3,3,5,5,5,5,4,3,2,4,5,5,5,5,4,5,5,5,6,4,6,6,6,2,6,6,5,3,2,6,5,5,4,6,6,4,3,6,4,4,5,5,5,5,5,2,4,5,5,4,2,3,2,2,2,2,3,2,2,3,2,2,3,3,3,3,3,2,3,2,3,2,3,3,3,2,3,2,2,2,3,3,3,4,3,3,4,4,5,5,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,3,5,5,5,5,6,3,6,5,5,5,6,5,4,5,5,6,6,5,94,90,87,88,13,12,8,14,10,11,9,13,11,14,20,10,12,35,30,27
85949663,Мужчина,49,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),20 + лет,15-20 лет,Производство;,До 50 человек,рабочий,70,60 000 — 100 000,Нет,3,6,1,6,6,6,7,6,6,6,6,3,6,6,6,6,2,6,6,5,5,6,5,3,3,6,5,6,3,4,5,5,5,6,3,6,6,4,6,2,6,6,7,5,6,6,4,6,3,6,6,6,3,6,6,6,6,5,6,6,5,3,6,6,5,2,2,5,5,5,6,4,6,5,2,2,4,4,4,3,4,3,2,4,3,2,2,4,1,4,4,1,4,4,2,3,1,3,2,3,1,3,4,4,4,5,5,5,5,5,4,5,4,5,5,5,4,4,5,5,5,1,1,1,1,1,1,1,2,2,1,6,5,2,3,2,3,6,6,6,6,3,4,6,5,6,6,6,6,96,92,90,99,21,14,7,17,9,9,17,20,13,15,23,5,7,27,31,29
85949653,Женщина,39,Город с численностью от 50 тысяч до 100 тысяч,Высшее,5-10 лет,3-5 лет,Обслуживание;,1000+ человек,бухгалтер,25000,15 000 — 30 000,Нет,4,5,5,6,5,6,6,5,7,6,4,4,4,5,2,5,4,6,3,6,6,4,5,4,5,6,4,4,3,5,5,4,5,4,5,4,4,5,4,4,3,5,4,4,5,5,6,6,3,5,4,4,6,1,4,4,3,2,5,6,2,5,7,3,5,1,3,2,3,4,6,4,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,1,2,2,2,2,2,1,1,2,3,3,2,3,4,3,3,2,2,2,1,3,2,4,3,3,2,3,3,2,2,2,2,2,2,2,4,4,6,6,5,4,4,6,5,5,2,6,5,4,5,2,2,3,4,1,85,86,76,80,12,10,6,11,7,6,10,13,6,6,15,11,14,36,27,12
85949643,Женщина,49,Город с численностью жителей миллион и более человек,Высшее,20 + лет,5-10 лет,Обслуживание;,До 50 человек,специалист,80,30 000 — 60 000,Да,7,7,7,6,5,7,7,7,7,7,4,4,4,7,7,5,5,6,7,7,6,4,4,5,5,4,5,6,7,7,7,4,5,5,4,4,6,5,4,4,5,6,4,4,7,5,4,5,4,6,3,5,4,3,6,6,4,4,5,7,4,4,4,4,1,1,4,4,4,4,7,4,5,4,4,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,4,4,3,3,4,3,4,4,4,3,3,3,3,3,2,2,3,2,2,2,3,2,3,3,5,5,4,4,5,4,4,3,5,7,5,4,6,3,4,4,4,4,103,91,95,90,12,11,7,10,8,8,10,14,10,12,15,11,13,31,30,19
85949638,Женщина,30,Город с численностью от 100 тысяч до 500 тысяч,Высшее,5-10 лет,5-10 лет,Юриспруденция;,До 500 человек,юрисконсульт,80,60 000 — 100 000,Да,5,4,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,6,6,5,5,4,4,4,5,6,6,4,5,3,4,3,5,2,4,4,3,5,4,6,3,3,6,5,5,6,4,6,5,4,3,5,5,7,4,5,4,4,4,5,4,4,4,3,3,2,4,3,3,4,7,4,2,5,5,3,3,2,3,3,3,2,3,2,2,3,2,2,2,2,1,2,2,3,3,2,2,3,1,3,2,3,3,3,2,3,2,3,2,3,2,2,2,2,2,1,3,2,3,2,2,2,4,3,4,3,2,3,4,4,3,3,5,5,2,3,6,4,5,5,5,6,4,5,3,4,4,4,5,83,85,72,93,17,12,6,10,10,9,11,10,6,5,12,16,16,28,30,20
85949636,Мужчина,37,Город с численностью от 100 тысяч до 500 тысяч,Высшее,10-15 лет,3-5 лет,Производство;,1000+ человек,оператор станков с ЧПУ,50,60 000 — 100 000,Нет,7,4,7,7,4,7,7,7,7,7,7,4,7,7,7,7,4,7,7,7,7,7,7,7,7,4,7,7,7,6,7,7,4,4,4,1,7,7,6,4,6,7,7,7,7,7,7,4,7,7,4,7,7,7,7,7,4,4,7,7,4,1,5,7,4,1,4,4,7,7,7,7,7,7,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,4,4,2,2,1,4,4,4,5,5,4,5,3,2,3,2,5,4,5,4,5,3,5,4,1,1,2,1,1,1,1,2,3,1,3,5,2,6,2,6,4,4,6,4,6,6,5,4,6,6,6,3,108,110,106,124,23,20,12,20,11,9,17,17,7,14,21,6,8,28,31,25
85949630,Женщина,44,Город с численностью от 100 тысяч до 500 тысяч,Среднее общее (11 классов),5-10 лет,1-3 года,Торговля;,До 500 человек,продавец кассир,100,30 000 — 60 000,Нет,7,7,7,7,1,7,7,7,7,7,7,3,7,7,6,5,3,6,7,7,7,7,5,7,7,7,7,7,7,7,7,4,4,6,2,3,7,5,4,2,6,7,7,4,7,7,7,7,4,7,7,7,7,6,7,7,3,6,5,5,4,4,4,6,7,2,4,1,4,3,7,6,7,4,7,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,6,7,4,3,5,3,6,6,3,6,6,5,7,1,1,1,1,1,104,111,90,122,23,19,11,20,15,13,20,20,14,14,25,5,5,34,33,5
85949625,Мужчина,50,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,0-1 года,"Продажи, закупки;",До 1000 человек,инженер,10000,60 000 — 100 000,Нет,7,7,6,7,6,7,6,5,7,7,6,4,4,7,7,6,5,3,6,5,7,3,5,6,6,3,7,6,6,6,6,6,6,6,4,6,7,6,6,2,7,7,7,4,6,7,6,3,4,6,5,6,7,4,7,7,5,4,5,4,4,5,7,5,6,4,6,4,6,6,6,7,5,4,5,2,3,3,3,4,3,4,3,3,4,4,2,2,2,3,4,3,3,2,4,4,2,3,2,2,2,2,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,3,5,5,5,1,1,1,1,1,2,2,2,1,1,2,2,6,3,6,4,6,6,6,3,7,4,5,4,5,3,5,1,101,103,109,106,18,18,6,15,13,8,20,16,14,15,23,5,8,29,31,18
85949608,Женщина,44,Город с численностью от 50 тысяч до 100 тысяч,Высшее,15-20 лет,15-20 лет,"Финансы, бухгалтерия, банки;",До 500 человек,Бухгалтер,50,15 000 — 30 000,Да,7,6,6,6,3,6,7,7,7,7,7,2,4,7,5,5,2,6,6,5,7,4,5,4,4,7,5,6,6,6,5,5,6,4,4,2,7,4,3,3,5,6,7,4,5,5,5,5,2,6,4,3,4,4,4,3,1,4,6,6,4,1,6,6,6,3,2,5,6,4,7,4,6,5,4,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,2,1,1,3,2,1,2,1,1,1,1,3,3,3,3,3,4,4,5,4,4,4,3,5,4,3,2,1,3,1,1,1,1,2,3,2,6,5,3,2,2,3,2,5,3,5,4,5,5,5,6,6,7,3,96,94,89,87,18,12,9,15,6,8,4,12,11,13,19,8,9,23,27,27
85949589,Женщина,43,Москва,Высшее,5-10 лет,1-3 года,Торговля;,До 50 человек,продавец-консультант,20,15 000 — 30 000,Нет,5,5,5,3,4,5,5,5,5,5,4,4,4,5,4,5,3,3,5,4,3,4,4,4,5,3,5,4,5,5,3,5,4,3,4,2,3,5,3,6,4,4,4,5,6,5,4,3,5,5,5,4,5,3,3,4,3,4,5,4,5,5,4,4,5,3,3,4,5,4,5,5,4,5,5,4,2,4,4,2,4,3,2,3,2,3,3,2,3,3,4,3,3,3,4,2,2,2,2,3,2,2,2,2,2,2,1,5,2,3,2,2,4,4,4,2,3,3,3,3,5,2,3,4,2,3,3,3,4,2,4,3,4,6,3,3,4,3,3,5,6,4,5,5,4,2,2,3,1,80,78,76,85,20,13,8,16,10,9,8,11,8,10,17,14,16,26,28,12
85949552,Женщина,43,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,3-5 лет,Транспорт;,До 500 человек,инженер,50,30 000 — 60 000,Нет,6,6,6,6,4,5,6,6,7,6,5,3,6,6,5,6,6,6,6,6,6,4,6,5,6,6,5,5,5,5,4,4,5,6,3,3,6,4,6,2,5,4,6,6,5,6,4,6,5,6,5,5,5,6,6,5,4,4,5,4,3,3,6,6,4,3,3,3,4,2,6,4,5,3,4,2,2,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,3,4,4,2,2,2,2,2,2,2,2,3,2,4,6,5,5,6,5,5,3,3,5,5,4,5,5,5,6,5,5,92,101,79,98,14,14,9,15,11,9,16,17,11,12,19,10,11,36,25,26
85949532,Мужчина,44,Санкт-Петербург,Неоконченное высшее,20 + лет,15-20 лет,Другое,До 50 человек,прораб,100,30 000 — 60 000,Нет,4,4,5,4,4,3,5,3,3,3,4,3,3,4,5,4,4,5,3,3,4,3,5,3,5,3,4,5,3,4,3,5,5,3,4,4,3,5,4,5,5,5,4,4,5,4,4,4,5,3,4,4,3,4,3,4,5,4,3,3,4,4,4,3,3,4,3,4,4,4,5,5,4,4,3,2,2,3,2,3,3,2,3,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,4,3,3,4,3,4,3,4,3,3,4,4,4,4,4,3,4,4,3,3,2,2,4,3,3,3,2,4,2,5,5,4,4,4,5,5,5,3,4,5,4,5,4,3,3,3,3,67,73,78,76,15,12,8,13,8,8,14,14,10,12,18,14,14,32,26,16
85949498,Женщина,-30,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,3-5 лет,"Финансы, бухгалтерия, банки;",До 500 человек,бухгалтер,-50,60 000 — 100 000,Нет,6,6,5,4,3,5,5,6,7,6,4,3,5,6,5,5,3,4,5,5,6,6,4,5,5,4,4,5,5,4,4,3,5,4,4,3,6,5,2,4,5,5,6,4,6,6,6,4,4,5,4,4,4,6,5,5,4,4,5,5,4,3,5,4,4,5,5,4,4,2,2,3,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,4,4,3,4,4,3,4,3,3,3,4,3,4,4,3,4,3,3,2,2,3,2,2,3,3,3,3,5,5,4,4,5,4,4,4,4,5,5,4,5,4,4,5,4,4,87,88,79,86,17,15,9,15,12,8,16,14,10,10,18,12,14,31,27,21
85949496,Мужчина,46,Город с численностью жителей миллион и более человек,Высшее,20 + лет,1-3 года,Производство;,До 1000 человек,инженер по охране труда,80,60 000 — 100 000,Да,5,5,5,4,4,5,5,5,4,4,5,5,4,5,4,5,3,3,5,5,3,5,5,4,5,3,3,4,5,5,4,5,3,4,5,3,5,5,5,5,5,4,5,5,6,5,4,4,3,6,5,5,5,4,5,4,5,5,4,5,5,5,5,5,5,4,5,4,5,5,6,5,3,5,5,3,3,2,3,3,2,3,3,3,2,3,4,3,3,3,2,3,3,3,2,2,2,3,3,3,2,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,3,4,3,4,3,1,2,2,1,2,2,2,2,2,2,5,6,6,5,5,7,5,5,6,7,6,6,5,4,4,5,4,3,84,82,86,90,16,14,10,14,9,11,14,12,9,12,17,8,10,39,35,20
85949455,Женщина,51,Город с численностью жителей миллион и более человек,Высшее,20 + лет,20 + лет,Образование;,До 1000 человек,директор центра,90,30 000 — 60 000,Нет,6,7,7,6,6,7,6,7,7,7,6,6,7,3,7,6,3,3,7,6,6,6,5,6,7,7,7,7,7,6,6,6,5,5,5,2,5,5,6,3,6,6,5,4,3,4,5,6,3,6,5,6,4,3,3,5,3,5,6,7,5,1,4,5,6,4,3,4,5,5,6,3,5,6,6,3,3,4,3,3,3,4,3,2,4,2,2,3,4,2,1,3,4,3,2,2,1,4,2,2,3,2,4,4,4,3,4,4,5,4,4,4,4,5,5,4,5,4,3,3,5,1,1,1,1,1,1,1,2,3,1,5,3,5,2,4,4,5,5,3,5,3,2,6,5,4,4,5,3,111,99,97,88,19,15,9,13,9,9,15,17,12,14,20,5,8,28,24,21
85949430,Мужчина,40,Город с численностью от 100 тысяч до 500 тысяч,Высшее,15-20 лет,10-15 лет,Производство;,До 500 человек,Ведущий Инженер,70,30 000 — 60 000,Нет,3,5,3,5,5,2,4,3,4,5,3,3,3,4,2,3,3,5,3,3,5,5,3,4,4,5,6,2,4,3,5,4,5,5,3,4,3,4,4,4,3,4,3,4,3,3,3,5,3,4,2,3,3,4,3,4,2,2,2,3,4,2,3,3,4,2,4,2,3,3,3,2,4,3,5,3,3,2,2,3,2,3,2,2,2,3,2,3,3,2,3,3,3,1,2,2,2,2,2,3,2,2,3,2,2,3,3,2,3,3,3,3,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,3,3,1,5,6,6,5,6,5,5,3,5,6,5,3,6,4,4,4,4,3,61,69,69,64,15,12,8,12,8,9,10,11,10,12,15,11,11,38,28,19
85949354,Мужчина,32,Город с численностью жителей миллион и более человек,Высшее,10-15 лет,5-10 лет,Производство;,До 1000 человек,разработка,100,100 000 — 150 000,Да,5,5,4,5,5,2,2,2,4,4,2,4,1,5,4,3,3,5,4,2,5,2,4,3,4,4,4,5,5,5,5,4,5,5,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,3,1,4,1,4,3,4,4,3,2,3,3,5,3,3,2,3,3,2,4,3,6,4,2,4,3,2,1,2,2,2,2,3,2,2,3,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,3,3,3,4,3,4,3,4,3,3,3,3,4,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,5,4,3,4,5,4,3,3,4,6,7,7,5,3,4,4,4,1,60,68,79,68,11,12,4,10,5,4,13,14,9,9,15,14,14,28,32,16
85949280,Мужчина,44,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),20 + лет,3-5 лет,Производство;,1000+ человек,слесарь,100,30 000 — 60 000,Нет,7,7,7,7,1,7,7,7,7,7,7,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,7,7,1,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,7,7,4,7,7,7,7,7,1,7,1,7,7,7,7,7,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,6,6,5,6,6,6,6,6,6,6,6,6,6,3,6,5,5,2,102,124,97,133,21,20,12,20,16,16,20,20,15,15,25,5,5,41,36,21
85949277,Женщина,43,Город с численностью от 500 тысяч до 950 тысяч,Неоконченное высшее,20 + лет,0-1 года,Другое,До 50 человек,графический дизайнер,0,0 — 15 000,Нет,7,7,7,5,7,6,5,6,4,6,7,7,1,6,7,3,1,1,7,6,1,1,7,7,7,2,5,5,7,7,6,7,7,6,4,1,7,6,6,6,6,7,2,1,4,1,1,3,1,6,3,1,1,1,2,1,4,4,1,1,4,1,6,6,7,4,4,7,7,4,7,1,2,1,1,2,2,4,2,2,3,2,2,2,2,3,2,2,1,4,2,2,2,3,2,1,2,2,1,1,2,1,3,3,1,3,4,4,3,5,3,1,3,3,3,3,5,5,5,3,4,1,1,1,1,1,3,3,1,3,4,6,4,5,5,6,4,6,6,4,5,6,6,4,2,4,3,6,2,89,85,110,40,15,11,5,13,7,5,10,16,7,9,22,5,14,36,31,17
85949270,Женщина,33,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,3-5 лет,Образование;,До 1000 человек,менеджер,25,15 000 — 30 000,Да,5,5,4,4,4,5,5,5,5,6,5,5,4,4,3,5,3,4,4,5,7,3,5,5,6,4,5,5,5,5,6,6,4,3,4,4,5,5,5,3,4,5,4,3,5,5,5,4,3,5,3,5,4,4,5,5,4,5,3,3,4,1,4,5,5,3,4,4,4,6,7,3,4,4,5,2,2,3,3,2,3,2,3,3,2,3,3,2,3,2,3,3,3,3,2,2,3,3,3,2,4,3,2,1,2,2,3,3,2,3,3,3,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,4,4,6,4,4,5,5,5,5,5,7,3,5,3,4,4,5,3,81,81,87,83,15,13,8,14,10,12,7,11,10,12,15,10,12,32,30,19
85949238,Женщина,41,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),15-20 лет,15-20 лет,Производство;,До 500 человек,рабочий,25,30 000 — 60 000,Нет,5,7,7,7,3,5,4,2,4,6,1,2,2,6,3,4,6,4,7,5,7,1,3,2,6,7,6,6,7,5,2,4,4,4,1,1,3,2,2,2,2,4,3,1,1,7,1,2,2,6,2,2,4,6,3,4,2,2,3,5,1,1,4,2,1,1,2,2,2,4,1,3,5,4,1,3,3,1,3,3,3,2,2,3,2,2,3,3,2,3,3,3,3,2,3,3,2,2,3,2,3,3,5,5,5,5,4,5,4,4,4,3,5,5,5,5,2,3,2,2,2,2,2,5,2,2,2,2,2,2,3,5,6,4,5,6,6,3,2,3,3,3,4,5,2,5,2,3,2,68,76,59,58,16,11,8,14,10,11,20,17,12,15,11,13,11,35,20,14
85949235,Женщина,29,Санкт-Петербург,Высшее,5-10 лет,1-3 года,Гостиничный бизнес;,До 50 человек,менеджер,75,30 000 — 60 000,Да,5,6,6,7,4,4,4,5,6,5,2,4,3,5,6,5,5,5,5,2,6,1,4,3,4,4,6,5,5,5,4,4,4,3,1,1,5,6,4,5,2,4,2,2,5,2,3,6,4,4,3,4,1,5,4,4,1,3,3,3,1,1,1,1,1,1,1,1,5,1,7,1,1,3,4,3,4,4,4,2,3,2,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,3,2,2,1,1,2,1,1,1,2,2,2,4,1,3,1,3,4,3,2,2,3,3,2,4,4,3,4,4,2,5,2,4,3,5,5,3,3,6,5,4,2,5,3,3,4,5,1,4,1,2,1,72,66,66,65,20,18,12,17,9,6,5,10,5,10,12,19,16,31,22,9
85949234,Женщина,43,Город с численностью менее 50 тысяч,Основное общее (9 классов),10-15 лет,5-10 лет,Медицина;,До 500 человек,оператор,11000,15 000 — 30 000,Да,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,72,80,76,79,12,10,6,10,8,8,7,12,9,9,15,15,15,21,21,20
