dem1,dem2,dem3,dem4,dem5,dem6,dem7,dem8,dem9,dem10,dem11,dem12,klim1,klim2,klim3,klim4,klim5,klim6,klim7,klim8,klim9,klim10,klim11,klim12,klim13,klim14,klim15,klim16,klim17,klim18,klim19,klim20,klim21,klim22,klim23,klim24,klim25,klim26,klim27,klim28,job_sat1,job_sat2,job_sat3,job_sat4,job_sat5,job_sat6,job_sat7,job_sat8,job_sat9,job_sat10,job_sat11,job_sat12,job_sat13,job_sat14,job_sat15,job_sat16,job_sat17,job_sat18,job_sat19,tol_intol1,tol_intol2,tol_intol3,tol_intol4,tol_intol5,tol_intol6,tol_intol7,tol_intol8,tol_intol9,tol_intol10,tol_intol11,tol_intol12,tol_intol13,life_sat1,life_sat2,life_sat3,life_sat4,life_sat5,purp1,purp2,purp3,purp4,purp5,neuro1,neuro2,klim_sum_1,klim_sum_2,klim_sum_3,klim_sum_4,job_sat_sum_1,job_sat_sum_2,job_sat_sum_3,job_sat_sum_4,job_sat_sum_5,job_sat_sum,tol_intol_sum_1,tol_intol_sum_2,life_sat_sum_1,purp_sum_1,neuro_sum_1,mdl2_5_klim4,mdl2_5_klim1,mdl2_5_klim2,mdl2_5_klim5,mdl2_5_klim6,mdl2_5_klim9,mdl2_5_klim8,mdl2_5_klim10,mdl2_5_klim12,mdl2_5_klim14,mdl2_5_klim16,mdl2_5_klim15,mdl2_5_klim17,mdl2_5_klim19,mdl2_5_klim21,mdl2_5_klim25,mdl2_5_klim22,mdl2_5_klim23,mdl2_5_klim26,mdl2_5_klim28,mdl2_5_sum,mdl2_5_sum_1,mdl2_5_sum_2,mdl2_5_sum_3,mdl2_5_sum_4,mdl4_5_klim4,mdl4_5_klim1,mdl4_5_klim2,mdl4_5_klim5,mdl4_5_klim6,mdl4_5_klim9,mdl4_5_klim8,mdl4_5_klim10,mdl4_5_klim12,mdl4_5_klim14,mdl4_5_klim15,mdl4_5_klim16,mdl4_5_klim22,mdl4_5_klim23,mdl4_5_klim28,mdl4_5_klim21,mdl4_5_klim19,mdl4_5_sum,mdl4_5_sum_1,mdl4_5_sum_2,mdl4_5_sum_4,mdl4_5_sum_3
Женщина,44,Москва,Высшее,20 + лет,3-5 лет,Обслуживание;,До 500 человек,специалист,80,60 000 — 100 000,Нет,4,4,4,4,5,3,5,5,4,4,6,4,6,4,2,1,3,4,6,4,5,5,1,2,1,3,1,3,4,5,4,3,4,4,4,3,2,3,3,4,3,3,4,4,2,4,3,5,5,3,5,5,6,6,4,4,6,4,2,5,4,2,4,6,4,6,6,7,7,6,5,5,29,33,25,16,16,15,8,10,17,66,35,25,20,32,10,4,3.3320074068023513,2.5159774112190916,3.1831584793905474,2.0857604352603567,4,4.295477482671968,3.7271386251682164,3.4176602605087893,3.700274063207489,1,2.028659050750825,3.0281398228518976,3.346576805635179,4.571841378235333,1,2.9929125585241168,0.8612950900181903,2.346016760933004,2.1451725743889667,57.578068205566325,15.116903732672347,19.140550431556463,13.975217057473234,9.345396983864278,4,3.4907069293865773,2.606841835212262,3.00522897696768,2.000472189385337,4,4.266762452115927,3.7000061436646035,3.419691228294509,3.6740758643609523,2,0.9759444342214759,3.450691588644918,0.9032308100970117,2.573349858271374,5,4.376690447598706,53.44369275822133,15.103249930951856,19.06053568843599,9.90321669123478,9.376690447598705
Женщина,44,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,5-10 лет,государственные услуги,1000+ человек,ведущий специалист,70,30 000 — 60 000,Нет,7,6,4,6,6,7,5,6,5,5,7,6,5,6,2,2,7,6,6,7,7,4,5,6,3,6,2,4,3,3,2,3,3,5,4,3,4,3,4,5,5,5,5,3,4,4,5,2,6,6,2,6,4,6,6,4,6,6,4,6,2,4,4,6,6,6,6,5,6,6,4,2,41,40,37,30,11,15,11,15,21,73,32,32,22,29,6,6,5.831012961904115,3.773966116828637,3.819790175268657,4.866774348940832,5,5.154572979206362,4.658923281460271,5.126490390763184,5.550411094811233,2,2.028659050750825,7.065659586654428,3.346576805635179,6.400577929529466,3,2.3943300468192934,4.306475450090951,4.692033521866008,2.860230099185289,87.87648383971474,24.29154360294224,25.49039774624105,20.841473372569897,17.25306911796154,6,6.108737126426511,3.9102627528183933,3.606274772361216,4.66776844189912,5,5.120114942539113,4.625007679580754,5.129536842441763,5.511113796541428,2,1.9518888684429518,2.7605532709159344,4.516154050485058,3.431133144361832,7,4.376690447598706,75.71523613641278,24.29304309350524,25.385773261103058,14.659729334205776,11.376690447598705
Мужчина,31,Город с численностью от 500 тысяч до 950 тысяч,Основное общее (9 классов),0-1 года,0-1 года,Обслуживание;,До 50 человек,безработный,0,0 — 15 000,Да,1,1,7,1,1,1,7,1,1,1,7,1,7,1,1,1,1,7,1,7,1,7,1,7,1,1,7,1,1,1,1,1,1,1,1,5,1,5,5,1,1,1,1,1,1,1,1,4,6,5,6,6,5,6,3,6,6,7,5,5,3,2,3,5,2,5,5,5,5,6,6,4,19,19,19,25,4,8,11,3,5,31,38,32,15,26,10,1,0.8330018517005878,0.6289943528047729,0.6366316958781095,0.6952534784201189,1,0.8590954965343937,0.9317846562920541,0.8544150651271973,0.9250685158018722,1,1.0143295253754125,1.0093799409506325,0.5577628009391965,0.9143682756470666,1,4.190077581933764,0.8612950900181903,0.782005586977668,0.7150575247963222,20.408521439197358,3.7938813788035892,4.570363733755517,4.495840542912308,7.548435783725944,1,0.8726767323466443,0.6517104588030656,0.601045795393536,0.6668240631284457,1,0.8533524904231854,0.9250015359161509,0.8549228070736272,0.9185189660902381,1,0.9759444342214759,4.830968224102885,0.9032308100970117,0.857783286090458,1,0.7294484079331176,18.64142801161984,3.7922570496716914,4.551795799503202,8.56792675451183,1.7294484079331176
Женщина,47,Город с численностью от 100 тысяч до 500 тысяч,Высшее,15-20 лет,5-10 лет,Производство;,До 50 человек,менеджер консультант,50,30 000 — 60 000,Нет,6,6,6,2,4,4,6,6,4,6,5,4,4,5,3,4,4,5,5,4,5,2,2,2,2,5,3,3,3,3,3,2,4,4,4,4,4,4,3,4,3,4,3,4,3,4,3,6,4,5,3,5,3,5,3,5,3,5,3,6,4,4,4,4,4,4,4,4,4,4,4,5,34,34,30,19,11,16,11,11,17,66,31,25,20,20,9,2,4.998011110203527,3.773966116828637,2.546526783512438,2.7810139136804755,4,5.154572979206362,5.590707937752325,3.4176602605087893,4.625342579009361,4,3.0429885761262376,4.03751976380253,2.7888140046959826,4.571841378235333,2,1.1971650234096467,1.7225901800363805,3.91002793488834,2.1451725743889667,68.30392111628534,16.09951792422508,22.788283756476837,18.441163722860082,10.974955712723334,2,5.236060394079866,3.9102627528183933,2.404183181574144,2.6672962525137827,4,5.120114942539113,5.550009215496905,3.419691228294509,4.5925948304511905,3,3.9037777368859037,1.3802766354579672,1.8064616201940233,2.573349858271374,5,3.647242039665588,60.21132068824276,16.217802580986184,22.68241021678172,12.663865850809268,8.647242039665588
Мужчина,48,Город с численностью жителей миллион и более человек,Высшее,20 + лет,1-3 года,Торговля;,До 500 человек,региональный менеджер,40,100 000 — 150 000,Затрудняюсь ответить,6,7,4,3,6,4,6,3,6,4,6,7,4,2,4,4,4,5,7,6,5,5,2,5,2,5,4,4,2,2,2,2,5,4,4,5,4,3,4,5,4,4,5,4,4,4,4,6,7,3,3,6,5,5,3,5,5,3,5,5,5,5,6,6,7,5,5,6,5,6,1,2,36,32,35,27,8,18,11,13,21,71,35,26,29,27,3,3,4.998011110203527,4.402960469633411,3.819790175268657,2.7810139136804755,6,2.577286489603181,3.7271386251682164,5.980905455890381,1.8501370316037444,4,4.05731810150165,4.03751976380253,3.9043396065743754,4.571841378235333,2,2.9929125585241168,1.7225901800363805,3.91002793488834,2.860230099185289,73.19402289379961,19.00177566878607,20.135467602265525,20.571018850113887,13.485760772634126,3,5.236060394079866,4.561973211621459,3.606274772361216,2.6672962525137827,6,2.5600574712695563,3.7000061436646035,5.98445964951539,1.8370379321804762,4,3.9037777368859037,3.450691588644918,1.8064616201940233,3.431133144361832,5,5.106138855531823,65.85136877282486,19.071604630576324,20.081561196630027,16.592064090086676,10.106138855531823
Женщина,38,Москва,Высшее,10-15 лет,10-15 лет,Производство;,До 500 человек,менеджер отдела закупок,80,60 000 — 100 000,Затрудняюсь ответить,7,6,6,7,6,5,4,6,6,7,7,7,2,7,6,6,5,5,5,4,6,7,6,5,6,6,5,6,5,4,3,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,7,7,6,3,6,7,7,6,6,5,2,6,6,3,3,3,7,3,7,7,7,5,7,4,4,41,42,37,41,17,19,14,15,24,89,43,31,19,33,8,7,5.831012961904115,3.773966116828637,3.819790175268657,3.476267392100594,6,5.154572979206362,6.522492594044379,5.980905455890381,6.475479610613106,6,6.085977152252475,5.046899704753162,2.7888140046959826,5.4862096538823995,6,4.190077581933764,5.167770540109141,4.692033521866008,4.290345148777933,103.7826145941271,23.901036646102003,30.13345063975423,25.407900515584018,24.340226792686845,7,6.108737126426511,3.9102627528183933,3.606274772361216,3.3341203156422283,6,5.120114942539113,6.475010751413056,5.98445964951539,6.429632762631667,6,5.855666605328856,4.830968224102885,5.4193848605820705,5.146699716542748,6,3.647242039665588,90.86857451956972,23.959394967248347,30.009218106099226,27.252719406556558,9.647242039665588
Женщина,34,Город с численностью от 100 тысяч до 500 тысяч,Высшее,5-10 лет,3-5 лет,фотограф,До 50 человек,фотограф,100,30 000 — 60 000,Нет,4,3,1,1,6,5,1,3,7,4,6,2,1,5,2,3,2,6,5,7,6,6,4,2,3,5,4,1,5,1,5,5,4,5,4,5,2,5,4,5,4,5,5,2,2,3,5,5,5,5,6,2,7,3,6,5,6,2,4,7,3,6,4,7,6,2,2,2,3,2,7,7,21,28,31,25,16,18,11,14,17,76,33,30,26,11,14,1,3.3320074068023513,1.8869830584143186,3.819790175268657,3.476267392100594,7,2.577286489603181,3.7271386251682164,1.7088301302543947,4.625342579009361,3,2.028659050750825,2.018759881901265,2.7888140046959826,5.4862096538823995,3,3.59149507022894,3.445180360072761,3.91002793488834,0.7150575247963222,63.13784933783791,13.515048032585922,19.638597824035152,15.322442591230473,14.661760889986363,1,3.4907069293865773,1.9551313764091967,3.606274772361216,3.3341203156422283,7,2.5600574712695563,3.7000061436646035,1.7098456141472544,4.5925948304511905,2,2.927833302664428,4.140829906373901,3.6129232403880467,0.857783286090458,6,3.647242039665588,56.135349228514244,13.386233393799218,19.562504059532603,13.539369735516834,9.647242039665588
Женщина,37,Санкт-Петербург,Высшее,10-15 лет,1-3 года,"Продажи, закупки;",До 1000 человек,аналитик,100,60 000 — 100 000,Да,4,3,3,4,5,5,2,2,4,2,6,4,3,4,4,5,3,5,5,5,1,4,1,6,3,4,5,2,3,3,4,3,2,3,4,2,2,2,4,3,3,4,4,2,4,4,4,3,3,5,5,5,3,3,2,6,6,4,4,6,4,5,4,6,5,4,4,5,4,6,3,2,26,25,28,25,13,11,8,10,18,60,27,28,24,23,5,4,3.3320074068023513,1.8869830584143186,3.1831584793905474,3.476267392100594,4,1.7181909930687873,1.8635693125841082,3.4176602605087893,3.700274063207489,5,4.05731810150165,3.0281398228518976,2.7888140046959826,0.9143682756470666,3,2.3943300468192934,0.8612950900181903,3.128022347910672,1.4301150495926445,57.18051370511438,15.878416336707811,14.699694629369173,15.788640204696597,10.8137625343408,4,3.4907069293865773,1.9551313764091967,3.00522897696768,3.3341203156422283,4,1.7067049808463708,1.8500030718323017,3.419691228294509,3.6740758643609523,4,4.87972217110738,2.7605532709159344,0.9032308100970117,1.715566572180916,1,3.647242039665588,49.341977607706646,15.785187598405683,14.650475145334134,14.259072824301242,4.6472420396655885
Мужчина,50,Город с численностью от 100 тысяч до 500 тысяч,Два и более высших и/или научная степень,15-20 лет,15-20 лет,Транспорт;,До 500 человек,Руководитель,80,100 000 — 150 000,Да,4,4,4,2,4,5,5,4,4,4,4,4,4,4,4,5,4,5,5,5,3,5,4,4,4,5,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,4,3,5,5,5,6,5,5,6,5,5,6,5,4,6,4,4,4,4,4,4,4,4,4,5,4,4,28,28,31,30,12,12,10,10,16,60,37,31,20,21,8,2,3.3320074068023513,2.5159774112190916,2.546526783512438,3.476267392100594,4,3.4363819861375746,3.7271386251682164,3.4176602605087893,3.700274063207489,5,4.05731810150165,4.03751976380253,2.7888140046959826,2.7431048269411997,4,2.9929125585241168,3.445180360072761,3.91002793488834,2.860230099185289,67.98734157826841,13.870778993634476,18.28145493502207,18.626756696941364,17.208350952670507,2,3.4907069293865773,2.606841835212262,2.404183181574144,3.3341203156422283,4,3.4134099616927416,3.7000061436646035,3.419691228294509,3.6740758643609523,4,4.87972217110738,3.450691588644918,3.6129232403880467,3.431133144361832,3,3.647242039665588,58.06474764399578,13.835852261815212,18.207183198012807,19.374470144502176,6.6472420396655885
Мужчина,37,Москва,Высшее,15-20 лет,1-3 года,дизайн,До 500 человек,дизайнер,80000,60 000 — 100 000,Да,7,4,4,4,5,5,5,2,2,2,5,2,4,4,2,3,4,6,7,6,6,2,3,4,3,4,4,3,3,3,3,2,3,4,3,3,3,3,3,4,3,4,3,4,4,4,3,7,3,1,2,2,7,4,5,6,5,6,6,5,2,3,4,4,2,4,5,5,5,6,2,4,34,21,34,23,11,13,9,11,18,62,26,33,15,25,6,4,5.831012961904115,2.5159774112190916,3.1831584793905474,3.476267392100594,2,1.7181909930687873,1.8635693125841082,1.7088301302543947,3.700274063207489,3,2.028659050750825,4.03751976380253,3.9043396065743754,5.4862096538823995,3,1.1971650234096467,2.5838852700545707,3.128022347910672,2.1451725743889667,60.50825403450311,19.00641624461435,10.990864499114778,18.45672807501013,12.054245215763856,4,6.108737126426511,2.606841835212262,3.00522897696768,3.3341203156422283,2,1.7067049808463708,1.8500030718323017,1.7098456141472544,3.6740758643609523,2,2.927833302664428,1.3802766354579672,2.7096924302910352,2.573349858271374,6,5.106138855531823,52.69284886765219,19.05492825424868,10.940629531186879,11.591152226684803,11.106138855531823
Женщина,37,Город с численностью от 100 тысяч до 500 тысяч,Высшее,5-10 лет,5-10 лет,Торговля;,До 500 человек,директор,50,100 000 — 150 000,Нет,7,7,4,7,7,4,4,7,7,7,7,7,4,7,7,7,4,4,4,6,6,7,3,5,7,4,4,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,7,7,5,5,5,7,7,5,7,6,5,5,7,7,7,7,6,7,7,7,7,7,7,1,1,40,46,38,37,19,20,15,15,24,93,43,35,34,35,2,7,5.831012961904115,4.402960469633411,4.456421871146767,2.7810139136804755,7,6.013668475740755,6.522492594044379,5.980905455890381,6.475479610613106,7,7.100306677627888,4.03751976380253,2.231051203756786,5.4862096538823995,7,4.190077581933764,2.5838852700545707,3.128022347910672,5.005402673574256,104.22643052519625,24.47140921636477,31.99254613628862,25.855087299069602,21.90738787347326,7,6.108737126426511,4.561973211621459,4.207320567754752,2.6672962525137827,7,5.973467432962297,6.475010751413056,5.98445964951539,6.429632762631667,7,6.8316110395503316,4.830968224102885,2.7096924302910352,6.004483002633206,6,2.9177936317324704,92.70244608314884,24.545327158316503,31.86257059652241,27.376754696577457,8.91779363173247
Мужчина,49,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,20 + лет,"Финансы, бухгалтерия, банки;",До 50 человек,финансовый директор,100,100 000 — 150 000,Да,4,5,3,6,5,4,6,4,3,4,7,4,5,4,3,3,4,5,3,5,3,5,4,5,2,2,2,4,3,5,5,5,5,3,4,2,3,3,3,4,3,4,4,3,2,3,3,6,6,3,6,6,7,3,5,3,6,5,6,5,4,5,4,5,4,4,3,4,4,4,7,3,33,31,26,24,18,14,9,11,15,67,37,30,22,19,10,6,3.3320074068023513,3.1449717640238646,3.1831584793905474,2.7810139136804755,3,3.4363819861375746,3.7271386251682164,3.4176602605087893,3.700274063207489,3,3.0429885761262376,4.03751976380253,1.6732884028175894,2.7431048269411997,2,2.9929125585241168,3.445180360072761,1.564011173955336,2.860230099185289,63.08184226034437,18.44115156389724,17.28145493502207,14.496901569687557,12.862334191737503,6,3.4907069293865773,3.2585522940153275,3.00522897696768,2.6672962525137827,3,3.4134099616927416,3.7000061436646035,3.419691228294509,3.6740758643609523,3,2.927833302664428,3.450691588644918,3.6129232403880467,3.431133144361832,3,2.188345223799353,57.23989415075475,18.42178445288337,17.207183198012807,16.422581276059226,5.188345223799352
Мужчина,33,Город с численностью от 500 тысяч до 950 тысяч,Высшее,5-10 лет,10-15 лет,Образование;,До 500 человек,педагог,100,30 000 — 60 000,Нет,6,6,4,5,5,3,4,4,4,3,3,4,2,4,1,4,5,5,6,5,5,3,2,1,3,2,5,2,2,2,2,2,5,5,5,5,5,4,5,5,4,5,4,3,4,4,4,4,4,4,5,5,3,5,2,5,5,4,4,4,5,6,5,6,4,5,5,5,6,5,6,6,33,24,31,18,8,20,14,14,19,75,30,24,26,26,12,5,4.998011110203527,3.773966116828637,3.1831584793905474,2.0857604352603567,4,3.4363819861375746,2.7953539688761624,3.4176602605087893,3.700274063207489,4,1.0143295253754125,5.046899704753162,3.346576805635179,4.571841378235333,3,1.79574753511447,1.7225901800363805,1.564011173955336,1.4301150495926445,63.882677773111,19.040896141683067,17.349670278730017,17.979647413999086,9.512463938698831,5,5.236060394079866,3.9102627528183933,3.00522897696768,2.000472189385337,4,3.4134099616927416,2.7750046077484525,3.419691228294509,3.6740758643609523,1,3.9037777368859037,2.0704149531869507,1.8064616201940233,1.715566572180916,5,4.376690447598706,56.30711730539443,19.152024313251275,17.282181662096654,10.496220882447794,9.376690447598705
Мужчина,49,Город с численностью жителей миллион и более человек,Высшее,20 + лет,5-10 лет,Безопасность,До 1000 человек,старший смены,40,60 000 — 100 000,Нет,5,4,3,3,5,4,4,4,5,6,5,5,5,5,2,4,4,3,5,4,3,4,4,5,5,3,3,4,2,2,3,4,4,4,3,3,3,4,4,4,4,4,3,4,3,4,4,5,5,5,5,4,6,6,4,4,6,3,3,5,5,5,5,6,3,4,5,5,5,5,3,3,28,35,25,28,11,14,11,12,18,66,36,25,24,24,6,3,4.1650092585029395,2.5159774112190916,3.1831584793905474,2.7810139136804755,5,3.4363819861375746,5.590707937752325,4.272075325635987,4.625342579009361,4,2.028659050750825,4.03751976380253,2.7888140046959826,2.7431048269411997,5,2.3943300468192934,3.445180360072761,2.346016760933004,2.860230099185289,70.21352180452918,15.645159062793054,22.924507828535248,15.598097646190539,16.045757267010348,3,4.363383661733222,2.606841835212262,3.00522897696768,2.6672962525137827,5,3.4134099616927416,5.550009215496905,4.2746140353681366,4.5925948304511905,2,3.9037777368859037,2.7605532709159344,3.6129232403880467,3.431133144361832,3,3.647242039665588,60.829008201653224,15.642750726426947,22.830628043008975,15.708387392551717,6.6472420396655885
Мужчина,29,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,5-10 лет,Производство;,До 500 человек,Инженер,62,60 000 — 100 000,Затрудняюсь ответить,4,4,2,4,1,3,4,3,4,4,3,1,4,4,1,1,1,4,4,4,1,2,2,5,1,4,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,5,6,6,4,5,6,4,6,5,5,6,5,5,5,5,5,5,5,5,5,4,4,3,22,23,16,17,12,12,9,9,15,57,37,32,25,24,7,4,3.3320074068023513,2.5159774112190916,0.6366316958781095,2.0857604352603567,4,2.577286489603181,3.7271386251682164,0.8544150651271973,3.700274063207489,1,1.0143295253754125,1.0093799409506325,2.231051203756786,0.9143682756470666,1,1.1971650234096467,1.7225901800363805,3.128022347910672,1.4301150495926445,42.07651273894523,12.57037694915991,14.859114243106085,6.169128945729898,8.477892600949344,4,3.4907069293865773,2.606841835212262,0.601045795393536,2.000472189385337,4,2.5600574712695563,3.7000061436646035,0.8549228070736272,3.6740758643609523,1,0.9759444342214759,1.3802766354579672,1.8064616201940233,1.715566572180916,1,2.9177936317324704,38.28417192953331,12.699066749377712,14.78906228636874,6.878249262054382,3.9177936317324704
Женщина,45,Город с численностью менее 50 тысяч,Высшее,15-20 лет,3-5 лет,Медицина;,До 1000 человек,старший кассир,80,30 000 — 60 000,Нет,4,4,2,2,1,4,4,4,1,4,1,4,5,4,1,2,7,4,7,7,7,3,1,1,1,1,1,3,2,3,3,3,3,2,3,3,2,2,2,4,4,3,3,4,3,3,3,7,7,4,5,4,7,7,1,1,6,4,4,4,5,4,4,7,5,5,5,7,7,7,5,5,21,23,35,11,11,11,6,11,16,55,41,20,25,31,10,2,3.3320074068023513,2.5159774112190916,0.6366316958781095,2.7810139136804755,1,3.4363819861375746,3.7271386251682164,3.4176602605087893,3.700274063207489,2,1.0143295253754125,7.065659586654428,3.9043396065743754,6.400577929529466,1,1.79574753511447,0.8612950900181903,0.782005586977668,2.1451725743889667,53.51621279723508,11.265630427580028,15.281454935022069,20.384906648133683,6.584220786499295,2,3.4907069293865773,2.606841835212262,0.601045795393536,2.6672962525137827,1,3.4134099616927416,3.7000061436646035,3.419691228294509,3.6740758643609523,1,1.9518888684429518,2.0704149531869507,0.9032308100970117,2.573349858271374,7,5.106138855531823,47.17809735604907,11.365890812506159,15.207183198012807,8.498884489998288,12.106138855531823
Мужчина,51,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,20 + лет,Производство;,До 50 человек,коммерческий директор,60,100 000 — 150 000,Нет,6,6,3,6,4,6,4,5,1,4,4,5,4,3,3,4,4,6,6,4,4,6,5,4,5,4,5,3,3,3,3,4,4,4,4,4,4,3,5,4,4,4,4,3,4,3,4,3,2,5,4,3,3,4,4,5,5,5,3,5,4,5,4,5,4,4,4,4,4,4,3,3,35,26,31,32,13,16,12,12,18,71,24,27,22,20,6,6,4.998011110203527,3.773966116828637,2.546526783512438,4.171520870520713,1,4.295477482671968,3.7271386251682164,4.272075325635987,2.7752055474056165,4,3.0429885761262376,4.03751976380253,3.346576805635179,3.6574731025882663,5,3.59149507022894,4.306475450090951,3.128022347910672,2.1451725743889667,73.81564555271885,21.490024881065317,16.069896980881786,18.084558248152213,18.17116544261953,6,5.236060394079866,3.9102627528183933,2.404183181574144,4.000944378770674,1,4.266762452115927,3.7000061436646035,4.2746140353681366,2.755556898270714,3,3.9037777368859037,4.140829906373901,4.516154050485058,2.573349858271374,4,4.376690447598706,64.0591922362774,21.551450707243077,15.99693952941938,18.134111552016236,8.376690447598705
Женщина,44,Москва,Два и более высших и/или научная степень,15-20 лет,0-1 года,строительство,1000+ человек,бухгалтер,80,60 000 — 100 000,Затрудняюсь ответить,5,4,1,5,5,4,2,5,4,5,4,4,2,4,1,4,4,5,6,4,5,4,5,5,5,5,1,4,1,1,1,1,5,5,4,5,2,3,5,4,3,4,5,3,5,5,5,2,6,6,2,4,2,6,6,6,6,6,6,6,5,5,5,5,5,6,7,6,5,6,3,3,26,28,29,29,4,19,10,11,23,67,28,36,25,30,6,5,4.1650092585029395,2.5159774112190916,3.1831584793905474,2.7810139136804755,4,4.295477482671968,4.658923281460271,3.4176602605087893,3.700274063207489,4,1.0143295253754125,4.03751976380253,3.346576805635179,4.571841378235333,5,2.3943300468192934,4.306475450090951,3.91002793488834,2.860230099185289,73.1588251546739,17.645159062793056,20.07233508784852,16.970267473048455,18.471063530983873,5,4.363383661733222,2.606841835212262,3.00522897696768,2.6672962525137827,4,4.266762452115927,4.625007679580754,3.419691228294509,3.6740758643609523,1,3.9037777368859037,2.7605532709159344,4.516154050485058,3.431133144361832,5,4.376690447598706,62.61659660102652,17.642750726426947,19.985537224352143,15.611618202648728,9.376690447598705
Мужчина,42,Город с численностью жителей миллион и более человек,Высшее,20 + лет,3-5 лет,Производство;,До 1000 человек,монтажник,95,30 000 — 60 000,Да,5,4,2,5,6,5,2,4,6,5,2,6,4,6,6,4,6,2,5,3,5,3,6,2,4,6,2,6,2,1,2,2,2,2,2,4,2,1,3,5,5,5,5,5,5,3,3,6,7,5,5,7,5,5,5,5,5,5,5,5,3,2,3,2,2,5,5,5,3,5,1,2,29,33,31,29,7,10,6,15,21,59,40,30,12,23,3,5,4.1650092585029395,2.5159774112190916,3.819790175268657,3.476267392100594,6,3.4363819861375746,4.658923281460271,5.126490390763184,5.550411094811233,4,6.085977152252475,6.056279645703795,2.7888140046959826,4.571841378235333,4,1.79574753511447,5.167770540109141,4.692033521866008,4.290345148777933,87.19805991701868,18.97704423709128,24.772206753172263,23.502912180887584,19.945896745867554,5,4.363383661733222,2.606841835212262,3.606274772361216,3.3341203156422283,6,3.4134099616927416,4.625007679580754,5.129536842441763,5.511113796541428,6,3.9037777368859037,2.0704149531869507,5.4193848605820705,5.146699716542748,5,3.647242039665588,74.77720817206888,18.91062058494893,24.679068280256686,22.540277267197673,8.647242039665588
Женщина,25,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,5-10 лет,Образование;,До 50 человек,учитель,85,30 000 — 60 000,Нет,7,7,7,7,2,4,7,7,7,7,7,7,7,7,3,1,7,5,7,5,7,7,7,7,4,7,3,7,4,4,4,5,5,4,5,5,3,1,5,5,5,5,5,3,4,5,5,6,6,2,6,2,5,2,6,6,6,5,5,6,2,4,4,5,2,4,6,6,4,6,2,1,41,49,35,42,17,19,9,15,22,82,29,34,17,26,3,7,5.831012961904115,4.402960469633411,1.273263391756219,2.7810139136804755,7,6.013668475740755,6.522492594044379,5.980905455890381,6.475479610613106,1,3.0429885761262376,7.065659586654428,3.9043396065743754,6.400577929529466,4,4.190077581933764,6.029065630127332,5.474039108843676,5.005402673574256,99.39294756662638,21.28825073697422,31.99254613628862,21.413565698884508,24.698584994479027,7,6.108737126426511,4.561973211621459,1.202091590787072,2.6672962525137827,7,5.973467432962297,6.475010751413056,5.98445964951539,6.429632762631667,3,0.9759444342214759,4.830968224102885,6.322615670679082,6.004483002633206,7,5.106138855531823,86.64281896503971,21.540098181348824,31.86257059652241,21.13401133163665,12.106138855531823
Мужчина,33,Санкт-Петербург,Высшее,10-15 лет,3-5 лет,Логистика;,До 1000 человек,менеджер,100,60 000 — 100 000,Нет,5,5,3,5,4,4,3,3,5,4,4,4,3,4,4,4,4,4,5,5,3,3,2,4,3,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,5,2,5,3,5,5,4,5,5,5,2,5,4,5,4,5,4,5,5,5,5,5,3,3,29,27,29,23,12,16,12,12,17,69,27,26,22,25,6,5,4.1650092585029395,3.1449717640238646,2.546526783512438,2.7810139136804755,5,2.577286489603181,3.7271386251682164,3.4176602605087893,3.700274063207489,4,4.05731810150165,4.03751976380253,2.7888140046959826,2.7431048269411997,3,1.79574753511447,1.7225901800363805,3.128022347910672,2.860230099185289,66.19322801739557,17.637521719719718,18.422359438487675,17.626756696941364,12.50659016224681,5,4.363383661733222,3.2585522940153275,2.404183181574144,2.6672962525137827,5,2.5600574712695563,3.7000061436646035,3.419691228294509,3.6740758643609523,4,3.9037777368859037,2.0704149531869507,1.8064616201940233,3.431133144361832,3,3.647242039665588,57.906275591720394,17.693415389836474,18.353830707589623,15.211787454628709,6.6472420396655885
