ID ответа;Укажите Ваш пол: (Одиночный выбор);Укажите Ваш возраст: (Свободный ответ);Укажите город Вашего проживания: (Выпадающий список);Укажите Ваш высший уровень образования: (Выпадающий список);Укажите стаж Вашего труда в общем: (Выпадающий список);Укажите Ваш стаж на текущем месте работы: (Выпадающий список);Выберете из списка сферу деятельности компании, где Вы работаете: (Выпадающий список);Укажите размер компании, где работаете: (Выпадающий список);Укажите Вашу должность: (Свободный ответ);Укажите какая часть Вашей зарплаты является фиксированной: (в процентах) (Свободный ответ);Укажите уровень Вашей заработной платы в месяц: (Выпадающий список);Планируете ли вы в ближайшее время менять работу? (Одиночный выбор);a1;a2;a3;a4;a5;a6;a7;a8;a9;a10;a11;a12;a13;a14;a15;a16;a17;a18;a19;a20;a21;a22;a23;a24;a25;a26;a27;a28;a29;a30;a31;a32;a33;a34;a35;a36;a37;a38;a39;a40;a41;a42;a43;a44;a45;a46;a47;a48;a49;a50;a51;a52;a53;a54;a55;a56;b1;b2;b3;b4;b5;b6;b7;b8;b9;b10;b11;b12;b13;b14;b15;b16;b17;b18;b19;b20;b21;b22;b23;b24;b25;b26;b27;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19
65979564;Женщина;33;Город с численностью менее 50 тысяч;Неоконченное высшее;10-15 лет;0-1 года;"Продажи, закупки;";До 50 человек;Менеджер;100;15 000 — 30 000;Да;Часто;Часто;Часто;Редко;Скорее часто;Практически всегда;Часто;Часто;Редко;Практически никогда;Иногда;Иногда;Иногда;Скорее часто;Скорее редко;Практически всегда;Часто;Скорее редко;Часто;Часто;Иногда;Практически никогда;Иногда;Иногда;Иногда;Иногда;Иногда;Часто;Часто;Иногда;Иногда;Иногда;Часто;Иногда;Часто;Практически никогда;Часто;Иногда;Редко;Иногда;Иногда;Практически всегда;Иногда;Практически всегда;Скорее часто;Практически никогда;Редко;Редко;Скорее редко;Часто;Практически всегда;Скорее часто;Иногда;Иногда;Иногда;Практически всегда;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Полностью согласен;Частично согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Абсолютно не согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Абсолютно не согласен;Частично согласен;Частично согласен;Полностью согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Полностью согласен;Не согласен;Не согласен;Не согласен;Не согласен;Скорее не согласен;Согласен;Не согласен;Согласен;Не согласен;Не согласен;Скорее согласен;Скорее согласен;Скорее согласен;Скорее согласен;Согласен;Согласен;Согласен;Согласен;Согласен
65979526;Женщина;38;Город с численностью от 100 тысяч до 500 тысяч;Среднее общее (11 классов);5-10 лет;3-5 лет;"Торговля;";До 50 человек;оператор;100;15 000 — 30 000;Нет;Часто;Часто;Практически всегда;Иногда;Скорее часто;Практически всегда;Часто;Часто;Практически никогда;Практически никогда;Скорее часто;Иногда;Скорее часто;Часто;Часто;Часто;Скорее часто;Скорее редко;Часто;Часто;Редко;Практически никогда;Скорее часто;Практически всегда;Практически всегда;Скорее часто;Скорее часто;Часто;Часто;Скорее часто;Скорее часто;Часто;Скорее часто;Иногда;Часто;Скорее часто;Часто;Скорее часто;Часто;Скорее часто;Скорее часто;Часто;Практически всегда;Скорее часто;Часто;Часто;Часто;Редко;Часто;Часто;Скорее часто;Скорее часто;Иногда;Иногда;Скорее часто;Часто;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен;Скорее согласен;Где-то посередине;Скорее согласен;Согласен;Скорее согласен;Согласен;Где-то посередине;Скорее согласен;Скорее не согласен;Не согласен;Скорее согласен;Скорее согласен;Скорее согласен;Скорее согласен;Скорее согласен;Скорее согласен;Скорее согласен;Где-то посередине
65979515;Женщина;28;Москва;Высшее;10-15 лет;5-10 лет;"Логистика;";1000+ человек;старший специалист;70;60 000 — 100 000;Нет;Скорее часто;Иногда;Иногда;Иногда;Скорее редко;Практически всегда;Часто;Часто;Практически никогда;Практически никогда;Скорее редко;Часто;Часто;Скорее часто;Скорее часто;Часто;Скорее редко;Скорее редко;Часто;Часто;Практически никогда;Скорее редко;Часто;Практически всегда;Часто;Практически никогда;Практически никогда;Часто;Часто;Часто;Скорее часто;Часто;Иногда;Иногда;Иногда;Скорее редко;Иногда;Скорее часто;Иногда;Иногда;Иногда;Часто;Часто;Скорее часто;Иногда;Практически всегда;Скорее часто;Практически никогда;Скорее часто;Часто;Иногда;Скорее часто;Часто;Редко;Практически всегда;Часто;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Полностью согласен;Абсолютно не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Полностью согласен;Абсолютно не согласен;Частично согласен;Полностью согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Где-то посередине;Где-то посередине;Скорее не согласен;Скорее не согласен;Скорее не согласен;Скорее согласен;Где-то посередине;Где-то посередине;Скорее не согласен;Скорее не согласен;Скорее не согласен;Согласен;Согласен;Согласен;Скорее согласен;Скорее согласен;Скорее согласен;Где-то посередине;Где-то посередине
65979508;Мужчина;36;Город с численностью жителей миллион и более человек;Среднее общее (11 классов);15-20 лет;15-20 лет;"Производство;";До 1000 человек;вулканизаторщик;87;30 000 — 60 000;Нет;Практически всегда;Скорее часто;Скорее часто;Скорее часто;Скорее редко;Иногда;Иногда;Иногда;Иногда;Иногда;Иногда;Иногда;Часто;Часто;Иногда;Иногда;Иногда;Иногда;Скорее часто;Иногда;Иногда;Иногда;Иногда;Иногда;Иногда;Скорее часто;Иногда;Иногда;Скорее часто;Иногда;Часто;Скорее часто;Иногда;Скорее часто;Скорее часто;Скорее часто;Иногда;Скорее часто;Часто;Иногда;Иногда;Часто;Скорее часто;Скорее часто;Иногда;Скорее часто;Иногда;Иногда;Иногда;Скорее часто;Скорее редко;Часто;Иногда;Иногда;Скорее часто;Иногда;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Где-то посередине;Где-то посередине;Где-то посередине;Где-то посередине;Скорее согласен;Где-то посередине;Скорее согласен;Скорее согласен;Скорее не согласен;Где-то посередине;Скорее не согласен;Согласен;Скорее согласен;Согласен;Скорее согласен;Скорее согласен;Скорее согласен;Скорее согласен;Скорее согласен
65979444;Женщина;29;Москва;Неоконченное высшее;3-5 лет;0-1 года;"Продажи, закупки;";До 50 человек;продавец-кассир;10;30 000 — 60 000;Да;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Иногда;Скорее часто;Практически всегда;Скорее редко;Иногда;Практически никогда;Практически никогда;Практически никогда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Иногда;Практически никогда;Иногда;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Практически никогда;Практически никогда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Иногда;Иногда;Практически никогда;Практически никогда;Практически никогда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Иногда;Практически всегда;Практически никогда;Практически всегда;Иногда;Иногда;Практически никогда;Практически никогда;Абсолютно не согласен;Полностью согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Абсолютно не согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Частично согласен;Частично согласен;Абсолютно не согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Где-то посередине;Скорее согласен;Согласен;Скорее не согласен;Согласен;Согласен;Где-то посередине;Скорее согласен;Скорее согласен;Где-то посередине;Не согласен;Согласен;Согласен;Согласен;Скорее согласен;Скорее согласен;Скорее не согласен;Где-то посередине;Скорее согласен
65979438;Женщина;33;Город с численностью от 500 тысяч до 950 тысяч;Высшее;5-10 лет;0-1 года;"Финансы, бухгалтерия, банки;";До 50 человек;Контент-менеджер;100;15 000 — 30 000;Нет;Практически всегда;Практически всегда;Часто;Практически никогда;Скорее редко;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Практически всегда;Практически никогда;Скорее часто;Практически всегда;Практически всегда;Часто;Практически никогда;Практически никогда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Практически всегда;Практически всегда;Практически всегда;Скорее редко;Практически никогда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Скорее редко;Практически никогда;Редко;Иногда;Иногда;Практически всегда;Скорее часто;Практически всегда;Скорее редко;Часто;Практически всегда;Практически всегда;Скорее редко;Часто;Практически всегда;Скорее часто;Практически никогда;Скорее редко;Практически всегда;Часто;Практически всегда;Скорее редко;Редко;Скорее часто;Практически всегда;Абсолютно не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Полностью согласен;Скорее согласен, чем не согласен;Полностью согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Частично согласен;Скорее согласен, чем не согласен;Полностью согласен;Частично согласен;Частично согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Абсолютно не согласен;Частично согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Не согласен;Скорее согласен;Скорее не согласен;Не согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Где-то посередине
65979402;Женщина;39;Город с численностью жителей миллион и более человек;Высшее;15-20 лет;3-5 лет;"Финансы, бухгалтерия, банки;";До 50 человек;Владелец бизнеса;80;30 000 — 60 000;Нет;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Часто;Часто;Часто;Практически никогда;Практически никогда;Часто;Практически никогда;Часто;Скорее редко;Практически всегда;Практически всегда;Практически всегда;Часто;Практически всегда;Часто;Практически никогда;Практически никогда;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Практически всегда;Практически всегда;Практически всегда;Часто;Практически всегда;Практически никогда;Практически никогда;Практически всегда;Скорее часто;Практически всегда;Часто;Практически всегда;Практически никогда;Часто;Практически всегда;Часто;Часто;Часто;Часто;Часто;Скорее часто;Скорее часто;Практически всегда;Практически всегда;Часто;Скорее часто;Часто;Скорее редко;Практически всегда;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Частично согласен;Полностью согласен;Частично согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Не согласен;Скорее согласен;Не согласен;Не согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Скорее согласен;Согласен;Согласен
65979363;Женщина;42;Город с численностью жителей миллион и более человек;Неоконченное высшее;20 + лет;0-1 года;"Торговля;";До 500 человек;заместитель директора магазина;100;15 000 — 30 000;Да;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Редко;Практически всегда;Практически всегда;Практически всегда;Редко;Редко;Практически всегда;Скорее редко;Практически всегда;Иногда;Практически всегда;Часто;Практически всегда;Практически никогда;Практически всегда;Часто;Редко;Практически всегда;Практически всегда;Практически всегда;Часто;Практически никогда;Практически никогда;Редко;Практически всегда;Скорее редко;Практически всегда;Практически всегда;Практически никогда;Редко;Часто;Редко;Практически всегда;Часто;Часто;Часто;Редко;Практически всегда;Практически всегда;Скорее часто;Практически всегда;Практически всегда;Иногда;Редко;Часто;Практически всегда;Часто;Скорее часто;Практически всегда;Редко;Практически всегда;Практически всегда;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Абсолютно не согласен;Абсолютно не согласен;Частично согласен;Абсолютно не согласен;Частично согласен;Абсолютно не согласен;Частично согласен;Не согласен;Не согласен;Не согласен;Скорее не согласен;Скорее не согласен;Где-то посередине;Скорее не согласен;Согласен;Где-то посередине;Где-то посередине;Скорее не согласен;Согласен;Согласен;Согласен;Скорее согласен;Согласен;Согласен;Скорее согласен;Согласен
65979284;Женщина;33;Город с численностью жителей миллион и более человек;Два и более высших и/или научная степень;10-15 лет;1-3 года;"Торговля;";1000+ человек;бухгалтер;100;30 000 — 60 000;Нет;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Иногда;Часто;Практически всегда;Часто;Практически никогда;Практически никогда;Скорее часто;Практически никогда;Скорее часто;Часто;Практически всегда;Часто;Иногда;Практически никогда;Часто;Часто;Практически никогда;Практически никогда;Иногда;Иногда;Практически всегда;Скорее редко;Практически никогда;Скорее часто;Скорее часто;Практически всегда;Скорее редко;Редко;Редко;Практически никогда;Иногда;Скорее часто;Часто;Скорее часто;Часто;Редко;Часто;Часто;Практически всегда;Часто;Часто;Практически всегда;Скорее часто;Редко;Часто;Практически всегда;Часто;Скорее часто;Иногда;Редко;Скорее редко;Скорее часто;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен;Скорее согласен;Скорее согласен;Где-то посередине;Скорее согласен;Скорее согласен;Скорее согласен;Где-то посередине;Где-то посередине;Скорее не согласен;Не согласен;Скорее согласен;Скорее согласен;Согласен;Скорее согласен;Скорее согласен;Скорее согласен;Где-то посередине;Скорее согласен
65979021;Мужчина;40;Город с численностью от 500 тысяч до 950 тысяч;Среднее общее (11 классов);15-20 лет;5-10 лет;строительство;До 50 человек;рабочий;30000;15 000 — 30 000;Да;Практически всегда;Часто;Скорее часто;Иногда;Иногда;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Практически всегда;Практически никогда;Скорее часто;Практически всегда;Редко;Редко;Практически всегда;Иногда;Практически всегда;Практически всегда;Редко;Практически никогда;Практически всегда;Часто;Часто;Практически всегда;Скорее часто;Скорее часто;Часто;Часто;Практически никогда;Часто;Редко;Редко;Часто;Практически всегда;Часто;Часто;Часто;Скорее часто;Скорее редко;Редко;Часто;Часто;Практически всегда;Практически всегда;Часто;Практически никогда;Практически всегда;Редко;Редко;Часто;Практически всегда;Практически никогда;Практически всегда;Редко;Полностью согласен;Полностью согласен;Полностью согласен;Частично согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Частично согласен;Полностью согласен;Частично согласен;Частично согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Полностью согласен;Полностью согласен;Абсолютно не согласен;Частично согласен;Скорее не согласен;Скорее не согласен;Не согласен;Скорее не согласен;Скорее не согласен;Согласен;Скорее не согласен;Скорее согласен;Где-то посередине;Согласен;Согласен;Где-то посередине;Согласен;Где-то посередине;Согласен;Скорее не согласен;Скорее не согласен;Согласен;Скорее не согласен
65978949;Мужчина;35;Город с численностью от 100 тысяч до 500 тысяч;Два и более высших и/или научная степень;10-15 лет;3-5 лет;"Транспорт;";До 50 человек;водитель;100;30 000 — 60 000;Нет;Часто;Часто;Часто;Редко;Часто;Часто;Редко;Часто;Редко;Редко;Часто;Часто;Часто;Часто;Часто;Часто;Часто;Часто;Часто;Часто;Редко;Часто;Редко;Часто;Часто;Часто;Редко;Часто;Часто;Часто;Часто;Часто;Редко;Практически никогда;Редко;Часто;Часто;Часто;Часто;Редко;Часто;Часто;Часто;Часто;Часто;Часто;Часто;Редко;Часто;Часто;Часто;Часто;Часто;Часто;Часто;Часто;Полностью согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Полностью согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Не согласен;Согласен;Не согласен;Не согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Согласен
65978888;Женщина;32;Город с численностью жителей миллион и более человек;Высшее;10-15 лет;3-5 лет;"Транспорт;";1000+ человек;Главный ревизор;100;100 000 — 150 000;Нет;Практически всегда;Скорее часто;Часто;Практически никогда;Часто;Часто;Часто;Иногда;Практически никогда;Практически никогда;Часто;Иногда;Часто;Иногда;Часто;Скорее редко;Часто;Скорее часто;Практически всегда;Часто;Практически никогда;Редко;Практически всегда;Практически всегда;Практически всегда;Иногда;Редко;Практически всегда;Часто;Часто;Скорее часто;Часто;Скорее часто;Скорее часто;Часто;Практически никогда;Иногда;Скорее часто;Скорее часто;Скорее редко;Часто;Практически всегда;Практически всегда;Часто;Часто;Практически всегда;Иногда;Скорее часто;Часто;Практически всегда;Скорее часто;Часто;Иногда;Скорее часто;Часто;Практически всегда;Частично согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Частично согласен;Полностью согласен;Полностью согласен;Полностью согласен;Частично согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Полностью согласен;Полностью согласен;Полностью согласен;Частично согласен;Абсолютно не согласен;Полностью согласен;Абсолютно не согласен;Частично согласен;Скорее согласен, чем не согласен;Полностью согласен;Частично согласен;Абсолютно не согласен;Согласен;Согласен;Скорее согласен;Согласен;Согласен;Согласен;Согласен;Не согласен;Согласен;Не согласен;Не согласен;Согласен;Согласен;Скорее согласен;Согласен;Согласен;Согласен;Согласен;Согласен
65978882;Мужчина;41;Город с численностью от 100 тысяч до 500 тысяч;Высшее;10-15 лет;3-5 лет;"Транспорт;";1000+ человек;специалист по транспорту;100;60 000 — 100 000;Да;Часто;Часто;Скорее часто;Редко;Скорее часто;Скорее часто;Скорее часто;Часто;Редко;Редко;Скорее редко;Иногда;Иногда;Скорее часто;Скорее часто;Часто;Иногда;Иногда;Скорее часто;Скорее часто;Иногда;Практически всегда;Скорее часто;Иногда;Скорее часто;Иногда;Иногда;Скорее часто;Скорее часто;Скорее часто;Иногда;Иногда;Редко;Иногда;Иногда;Иногда;Иногда;Иногда;Иногда;Иногда;Иногда;Иногда;Скорее часто;Иногда;Иногда;Скорее часто;Иногда;Иногда;Иногда;Скорее редко;Иногда;Иногда;Иногда;Иногда;Иногда;Иногда;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Абсолютно не согласен;Частично согласен;Абсолютно не согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее не согласен;Скорее не согласен;Где-то посередине;Где-то посередине;Скорее не согласен;Скорее не согласен;Скорее не согласен;Скорее не согласен;Скорее не согласен;Не согласен;Согласен;Где-то посередине;Согласен;Где-то посередине;Где-то посередине;Согласен;Скорее не согласен;Согласен;Где-то посередине
65978871;Женщина;39;Город с численностью от 500 тысяч до 950 тысяч;Высшее;10-15 лет;1-3 года;"Образование;";До 50 человек;администратор;100;15 000 — 30 000;Да;Часто;Часто;Часто;Скорее редко;Скорее часто;Часто;Часто;Часто;Скорее редко;Скорее редко;Скорее часто;Иногда;Иногда;Часто;Иногда;Часто;Иногда;Иногда;Часто;Часто;Скорее редко;Иногда;Часто;Скорее часто;Часто;Иногда;Иногда;Часто;Часто;Часто;Иногда;Часто;Иногда;Иногда;Скорее редко;Иногда;Часто;Часто;Часто;Скорее часто;Иногда;Часто;Часто;Иногда;Часто;Скорее редко;Иногда;Иногда;Иногда;Часто;Скорее редко;Часто;Часто;Иногда;Часто;Иногда;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Частично согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Полностью согласен;Частично согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Полностью согласен;Частично согласен;Абсолютно не согласен;Абсолютно не согласен;Где-то посередине;Скорее не согласен;Скорее не согласен;Скорее не согласен;Скорее согласен;Скорее согласен;Где-то посередине;Где-то посередине;Скорее не согласен;Где-то посередине;Где-то посередине;Скорее согласен;Скорее согласен;Скорее согласен;Скорее согласен;Скорее согласен;Скорее согласен;Где-то посередине;Где-то посередине
65978843;Женщина;33;Москва;Высшее;10-15 лет;3-5 лет;"Медицина;";До 50 человек;врач;30;100 000 — 150 000;Нет;Часто;Скорее часто;Часто;Редко;Практически никогда;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Практически всегда;Редко;Часто;Практически всегда;Часто;Скорее часто;Скорее редко;Редко;Практически всегда;Практически всегда;Практически никогда;Скорее редко;Практически всегда;Иногда;Практически всегда;Редко;Практически никогда;Часто;Скорее часто;Скорее часто;Часто;Скорее часто;Практически никогда;Практически никогда;Иногда;Практически никогда;Часто;Скорее часто;Практически всегда;Скорее редко;Часто;Практически всегда;Скорее редко;Иногда;Редко;Иногда;Скорее редко;Иногда;Практически никогда;Практически всегда;Часто;Редко;Практически всегда;Иногда;Практически всегда;Практически всегда;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Абсолютно не согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Частично согласен;Согласен;Скорее согласен;Скорее согласен;Скорее согласен;Согласен;Скорее согласен;Скорее согласен;Скорее не согласен;Скорее согласен;Скорее не согласен;Скорее не согласен;Согласен;Согласен;Согласен;Согласен;Скорее согласен;Согласен;Согласен;Согласен
